item_id,model,strategy,duration_ms,tp,fp,fn,precision,recall,f1_score,ground_truth,predictions,raw_output,error,schema_valid,parse_failed,empty_response,prediction_source,mapped_rule_ids
6002,gemma-3-27b-it,zero-shot,11498,1,0,0,1.0,1.0,1.0,1.3.1,1.3.1,"```json
{""violations"": [
  {
    ""wcagCode"": ""1.3.1"",
    ""violationName"": ""Missing Table Header Association"",
    ""category"": ""semantic"",
    ""html"": ""<td headers=\""col1\"">Zimbabwe</td>"",
    ""target"": null,
    ""description"": ""The `<td>` element with the attribute `headers=\""col1\""` is associated with a table header. However, the association isn't sufficient to convey the relationship between the data cell and its corresponding header."",
    ""impact"": ""moderate"",
    ""confidence"": 0.9
  }
]}
```",,True,False,False,json,
6018,gemma-3-27b-it,zero-shot,946,0,0,0,0.0,0.0,0.0,4.1.2,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 25885>= n_ctx: 22272). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
6001,gemma-3-27b-it,zero-shot,3604,0,1,1,0.0,0.0,0.0,1.4.1,1.1.1,"```json
{""violations"": [
  {
    ""wcagCode"": ""1.1.1"",
    ""violationName"": ""Non-text Content"",
    ""category"": ""semantic"",
    ""html"": ""<a href=\""https://www.w3.org/WAI\""><img src=\""/WAI/content-assets/wcag-act-rules/test-assets/shared/w3c-logo.png\"" role=\""presentation\""></a>"",
    ""target"": ""a img"",
    ""description"": ""The image does not have alternative text, and serves a functional purpose as part of a link.  This violates 1.1.1 because non-text content must have text alternatives that convey the same meaning."",
    ""impact"": ""critical"",
    ""confidence"": 1.0
  }
]}
```",,True,False,False,json,
6009,gemma-3-27b-it,zero-shot,978,0,0,0,0.0,0.0,0.0,1.1.1,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 36266>= n_ctx: 22272). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
6021,gemma-3-27b-it,zero-shot,814,0,0,0,0.0,0.0,0.0,1.3.1|2.4.6,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 25406>= n_ctx: 22272). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
6013,gemma-3-27b-it,zero-shot,964,0,0,0,0.0,0.0,0.0,4.1.2,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 35158>= n_ctx: 22272). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
6007,gemma-3-27b-it,zero-shot,1069,0,0,0,0.0,0.0,0.0,4.1.2,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 44765>= n_ctx: 22272). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
6003,gemma-3-27b-it,zero-shot,3494,1,0,0,1.0,1.0,1.0,1.1.1,1.1.1,"```json
{""violations"": [
  {
    ""wcagCode"": ""1.1.1"",
    ""violationName"": ""Non-text Content"",
    ""category"": ""semantic"",
    ""html"": ""<canvas id=\""logo\"" width=\""72\"" height=\""48\"" aria-label=\""HTML 5 logo\""></canvas>"",
    ""target"": ""#logo"",
    ""description"": ""The canvas element displays an image but relies solely on the `aria-label` attribute for conveying information. While an `aria-label` is present, it doesn't fulfill the requirement of providing text alternatives that are positioned appropriately and equivalent in meaning to the visual content."",
    ""impact"": ""moderate"",
    ""confidence"": 0.9
  }
]}
```",,True,False,False,json,
6016,gemma-3-27b-it,zero-shot,1231,0,0,0,0.0,0.0,0.0,3.3.2,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 30476>= n_ctx: 22272). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
6008,gemma-3-27b-it,zero-shot,1075,0,0,0,0.0,0.0,0.0,4.1.2|2.4.4,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 26402>= n_ctx: 22272). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
6010,gemma-3-27b-it,zero-shot,1329,0,0,0,0.0,0.0,0.0,2.4.1,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 40256>= n_ctx: 22272). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
6014,gemma-3-27b-it,zero-shot,990,0,0,0,0.0,0.0,0.0,1.4.2,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 32602>= n_ctx: 22272). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
6000,gemma-3-27b-it,zero-shot,2113,0,1,1,0.0,0.0,0.0,4.1.2,1.3.1,"```json
{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Information and Relationships"", ""category"": ""semantic"", ""html"": ""<summary></summary>"", ""target"": null, ""description"": ""The summary element is empty, providing no discernible label for the details disclosure."", ""impact"": ""moderate"", ""confidence"": 1.0}
]}
```",,True,False,False,json,
6004,gemma-3-27b-it,zero-shot,5143,0,2,1,0.0,0.0,0.0,4.1.2,2.1.1|2.4.4,"```json
{""violations"": [
  {
    ""wcagCode"": ""2.1.1"",
    ""violationName"": ""Keyboard Accessible Name"",
    ""category"": ""semantic"",
    ""html"": ""<span class=\""link\"" onclick=\""location.href='https://act-rules.github.io/'\"" role=\""lnik\"">ACT rules</span>"",
    ""target"": "".link"",
    ""description"": ""The element has a role of 'lnik' which is not a valid ARIA role. It should be 'link'."",
    ""impact"": ""serious"",
    ""confidence"": 1.0
  },
  {
    ""wcagCode"": ""2.4.4"",
    ""violationName"": ""Link Purpose (In Context)"",
    ""category"": ""semantic"",
    ""html"": ""<span class=\""link\"" onclick=\""location.href='https://act-rules.github.io/'\"" role=\""lnik\"">ACT rules</span>"",
    ""target"": "".link"",
    ""description"": ""The link text 'ACT rules' does not clearly indicate the destination of the link."",
    ""impact"": ""moderate"",
    ""confidence"": 0.8
  }
]}
```",,True,False,False,json,
6019,gemma-3-27b-it,zero-shot,1077,0,0,0,0.0,0.0,0.0,4.1.2,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 26513>= n_ctx: 22272). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
6005,gemma-3-27b-it,zero-shot,5546,0,2,2,0.0,0.0,0.0,1.3.1|4.1.2,2.1.1|2.4.1,"```json
{""violations"": [
  {
    ""wcagCode"": ""2.1.1"",
    ""violationName"": ""Keyboard Accessible Focus Indicators Missing"",
    ""category"": ""semantic"",
    ""html"": ""<a href=\""/\"" style=\""position:absolute; top:-999em\"">Link</a>"",
    ""target"": null,
    ""description"": ""The link is positioned off-screen using CSS (top:-999em) and therefore cannot be reached with a keyboard."",
    ""impact"": ""critical"",
    ""confidence"": 1.0
  },
  {
    ""wcagCode"": ""2.4.1"",
    ""violationName"": ""Bypass Blocks Missing"",
    ""category"": ""semantic"",
    ""html"": ""<div aria-hidden=\""true\"">\n\t<a href=\""/\"" style=\""position:absolute; top:-999em\"">Link</a>\n</div>"",
    ""target"": null,
    ""description"": ""Content is hidden from sighted users but remains available to screen reader users due to the use of aria-hidden=true on a container with focusable content. This creates a bypass block that isn't properly implemented."",
    ""impact"": ""serious"",
    ""confidence"": 0.9
  }
]}
```",,True,False,False,json,
6020,gemma-3-27b-it,zero-shot,1035,0,0,0,0.0,0.0,0.0,2.5.5,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 25859>= n_ctx: 22272). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
6012,gemma-3-27b-it,zero-shot,723,0,0,0,0.0,0.0,0.0,1.2.2,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 26276>= n_ctx: 22272). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
6017,gemma-3-27b-it,zero-shot,952,0,0,0,0.0,0.0,0.0,4.1.2,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 26001>= n_ctx: 22272). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
6015,gemma-3-27b-it,zero-shot,835,0,0,0,0.0,0.0,0.0,3.1.2,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 34091>= n_ctx: 22272). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
6022,gemma-3-27b-it,zero-shot,910,0,0,0,0.0,0.0,0.0,1.1.1,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 25864>= n_ctx: 22272). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
6006,gemma-3-27b-it,zero-shot,757,0,0,0,0.0,0.0,0.0,2.1.1,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 29442>= n_ctx: 22272). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
3962772074_0,gemma-3-27b-it,zero-shot,1152,0,0,0,0.0,0.0,0.0,1.4.6,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 40256>= n_ctx: 22272). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
8352230246_0,gemma-3-27b-it,zero-shot,836,0,0,0,0.0,0.0,0.0,1.4.6,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 34091>= n_ctx: 22272). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
3101899065_0,gemma-3-27b-it,zero-shot,1049,0,0,0,0.0,0.0,0.0,1.4.6,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 44765>= n_ctx: 22272). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
