item_id,model,strategy,duration_ms,tp,fp,fn,precision,recall,f1_score,ground_truth,predictions,raw_output,error,schema_valid,parse_failed,empty_response,prediction_source,mapped_rule_ids
6018,deepseek-r1-distill-llama-70b,zero-shot,346,0,0,0,0.0,0.0,0.0,4.1.2,,,max_input_tokens_exceeded:48905>20000,False,False,False,skipped_input_too_large,
6021,deepseek-r1-distill-llama-70b,zero-shot,47,0,0,0,0.0,0.0,0.0,2.4.6|1.3.1,,,max_input_tokens_exceeded:49042>20000,False,False,False,skipped_input_too_large,
6016,deepseek-r1-distill-llama-70b,zero-shot,41,0,0,0,0.0,0.0,0.0,3.3.2,,,max_input_tokens_exceeded:50517>20000,False,False,False,skipped_input_too_large,
6008,deepseek-r1-distill-llama-70b,zero-shot,44,0,0,0,0.0,0.0,0.0,2.4.4|4.1.2,,,max_input_tokens_exceeded:50307>20000,False,False,False,skipped_input_too_large,
6019,deepseek-r1-distill-llama-70b,zero-shot,46,0,0,0,0.0,0.0,0.0,4.1.2,,,max_input_tokens_exceeded:50298>20000,False,False,False,skipped_input_too_large,
6020,deepseek-r1-distill-llama-70b,zero-shot,43,0,0,0,0.0,0.0,0.0,2.5.5,,,max_input_tokens_exceeded:49694>20000,False,False,False,skipped_input_too_large,
6017,deepseek-r1-distill-llama-70b,zero-shot,42,0,0,0,0.0,0.0,0.0,4.1.2,,,max_input_tokens_exceeded:49960>20000,False,False,False,skipped_input_too_large,
6022,deepseek-r1-distill-llama-70b,zero-shot,44,0,0,0,0.0,0.0,0.0,1.1.1,,,max_input_tokens_exceeded:49861>20000,False,False,False,skipped_input_too_large,
706_0,deepseek-r1-distill-llama-70b,zero-shot,39,0,0,0,0.0,0.0,0.0,1.3.1|2.1.1|1.4.6|2.4.3|4.1.2|2.4.6|4.1.1|2.4.4|1.4.3|2.4.9,,,max_input_tokens_exceeded:51852>20000,False,False,False,skipped_input_too_large,
708_0,deepseek-r1-distill-llama-70b,zero-shot,29,0,0,0,0.0,0.0,0.0,1.3.1|2.1.1|1.4.6|2.4.3|4.1.2|2.4.6|4.1.1|2.4.4|1.4.3|2.4.9,,,max_input_tokens_exceeded:51287>20000,False,False,False,skipped_input_too_large,
709_0,deepseek-r1-distill-llama-70b,zero-shot,31,0,0,0,0.0,0.0,0.0,1.3.1|2.1.1|1.4.6|2.4.3|4.1.2|2.4.6|4.1.1|2.4.4|1.4.3|2.4.9,,,max_input_tokens_exceeded:51326>20000,False,False,False,skipped_input_too_large,
716_0,deepseek-r1-distill-llama-70b,zero-shot,48,0,0,0,0.0,0.0,0.0,1.3.1|2.1.1|1.4.6|2.4.3|4.1.2|2.4.6|4.1.1|2.4.4|1.4.3|2.4.9,,,max_input_tokens_exceeded:51225>20000,False,False,False,skipped_input_too_large,
