item_id,model,strategy,duration_ms,tp,fp,fn,ground_truth,predictions,prediction_source,mapped_rule_ids,schema_valid,parse_failed,empty_response,error,error_class,has_prediction,raw_output_excerpt
6018,gemma-3-27b-it,zero-shot,71515,0,1,1,4.1.2,1.3.1,json,,True,False,False,,ok,True,"```json
{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<button aria-controls=\""dqu-ui-component-1_itemList\"" aria-expanded=\""false\"" aria-haspopup=\""menu\"" class=\""component_DropDownMenu_button\""><span class=\""component_DropDownMenu_arrow fa fa-angle-down\""></span><span class=\""component_DropDownMenu_itemLabel\""><span class=\""component_LanguageSwitcher_langCode\"">en</span><span class=\""component_LanguageSwitcher_langName\"">English</span></span></button>"", ""target"": ""button"", ""description"": ""Button lacks associated label."", ""impact"": "
6021,gemma-3-27b-it,zero-shot,11592,2,0,0,2.4.6|1.3.1,1.3.1|2.4.6,json,,True,False,False,,ok,True,"```json
{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<button class=\""cookie-alert-button\"" onclick=\""recordUserResponse(0, 1)\"">Decline</button>"", ""target"": ""button"",
   ""description"": ""Button lacks associated label."",
   ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<button aria-describedby=\""cookie-alert-text\"" class=\""cookie-alert-button\"" id=\""cookie-alert-accept\"" onclick=\""recordUserResponse(1, 1)\"">Accept</button>"", ""target"": ""button"""
6016,gemma-3-27b-it,zero-shot,6568,1,0,0,3.3.2,3.3.2,json,,True,False,False,,ok,True,"```json
{""violations"": [
  {""wcagCode"": ""3.3.2"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<input type='text' />"", ""target"": ""input"", ""description"": ""Form field lacks associated label."", ""impact"": ""moderate"", ""confidence"": 0.9}
]}
```"
6008,gemma-3-27b-it,zero-shot,7622,0,1,2,2.4.4|4.1.2,1.1.1,json,,True,False,False,,ok,True,"```json
{""violations"": [
  {""wcagCode"": ""1.1.1"", ""violationName"": ""Non-text Content"", ""category"": ""semantic"", ""html"": ""<img alt=\""Deque University logo\"" src=\""assets/images/logos/Deque_DequeU_Logo_White.png\"" style=\""height: 50px; margin-top: -5px;\""/>"", ""target"": ""img"", ""description"": ""Image lacks alternative text."", ""impact"": ""serious"", ""confidence"": 0.9}
]}
```"
6019,gemma-3-27b-it,zero-shot,11889,0,2,1,4.1.2,1.3.1|2.4.6,json,,True,False,False,,ok,True,"```json
{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<button class=\""cookie-alert-button\"" onclick=\""recordUserResponse(0, 1)\"">Decline</button>"", ""target"": ""button"", ""description"": ""Button lacks associated label."", ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<button aria-describedby=\""cookie-alert-text\"" class=\""cookie-alert-button\"" id=\""cookie-alert-accept\"" onclick=\""recordUserResponse(1, 1)\"">Accept</button>"", ""target"": ""button"", ""descripti"
6020,gemma-3-27b-it,zero-shot,9805,0,1,1,2.5.5,2.5.8,json,,True,False,False,,ok,True,"```json
{""violations"": [
  {""wcagCode"": ""2.5.8"", ""violationName"": ""Target Size"", ""category"": ""semantic"", ""html"": ""<button aria-describedby=\""cookie-alert-text\"" class=\""cookie-alert-button\"" id=\""cookie-alert-accept\"" onclick=\""recordUserResponse(1, 1)\"">\n            Accept        </button>"", ""target"": ""#cookie-alert-accept"", ""description"": ""Touch target is too small."", ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""2.5.8"", ""violationName"": ""Target Size"", ""category"": ""semantic"", ""html"": ""<button class=\""cookie-alert-button\"" onclick=\""recordUserResponse(0, 1)\"">\n            Decline"
6017,gemma-3-27b-it,zero-shot,12991,0,1,1,4.1.2,1.3.1,json,,True,False,False,,ok,True,"```json
{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<button aria-controls=\""dqu-ui-component-1_itemList\"" aria-expanded=\""false\"" aria-haspopup=\""menu\"" class=\""component_DropDownMenu_button\""><span class=\""component_DropDownMenu_arrow fa fa-angle-down\""></span><span class=\""component_DropDownMenu_itemLabel\""><span class=\""component_LanguageSwitcher_langCode\"">en</span><span class=\""component_LanguageSwitcher_langName\"">English</span></span></button>"", ""target"": ""button"", ""description"": ""Button lacks associated label."", ""impact"": "
6022,gemma-3-27b-it,zero-shot,11309,0,1,1,1.1.1,1.3.1,json,,True,False,False,,ok,True,"```json
{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<div role=\""meter\"" id=\""alb\""></div>"", ""target"": ""div"", ""description"": ""ARIA meter node lacks an accessible name (label, aria-labelledby, or aria-describedby)."", ""impact"": ""serious"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"", ""html"": ""<div role=\""meter\"" id=\""combo\"" aria-label=\""Aria Name\"">Name</div>"", ""target"": ""div"", ""description"": ""ARIA meter node lacks an accessible name (label, aria-labelledby, or aria-describedby"
706_0,gemma-3-27b-it,zero-shot,4816,0,0,10,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,,json_no_codes,,True,False,False,no_wcag_codes_extracted,no_wcag_codes_extracted,False,"```json
{""violations"": []}
```"
708_0,gemma-3-27b-it,zero-shot,4727,0,0,10,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,,json_no_codes,,True,False,False,no_wcag_codes_extracted,no_wcag_codes_extracted,False,"```json
{""violations"": []}
```"
709_0,gemma-3-27b-it,zero-shot,39008,1,0,9,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,1.3.1,json,,True,False,False,,ok,True,"```json
{""violations"": [
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Targeting Cookies\"" class=\""fides-toggle-input\"" name=\""pri_4de8eec0-ef79-417a-be42-22520111d7c8\"" role=\""switch\"" type=\""checkbox\"">"", ""target"": ""input"",
   ""description"": ""Checkbox lacks a visible label."",
   ""impact"": ""moderate"", ""confidence"": 0.9},
  {""wcagCode"": ""1.3.1"", ""violationName"": ""Missing Label"", ""category"": ""semantic"",
   ""html"": ""<input aria-label=\""Social Media Cookies\"" class=\""fides-toggle-input\"" name=\""pri_2936cc91-a0d0-4927-8394-3e3724b"
716_0,gemma-3-27b-it,zero-shot,4844,0,0,10,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,,json_no_codes,,True,False,False,no_wcag_codes_extracted,no_wcag_codes_extracted,False,"```json
{""violations"": []}
```"
710_0,gemma-3-27b-it,zero-shot,4770,0,0,10,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,,json_no_codes,,True,False,False,no_wcag_codes_extracted,no_wcag_codes_extracted,False,"```json
{""violations"": []}
```"
711_0,gemma-3-27b-it,zero-shot,6600,1,0,9,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,2.1.1,json,,True,False,False,,ok,True,"```json
{""violations"": [
  {""wcagCode"": ""2.1.1"", ""violationName"": ""Keyboard Trap"", ""category"": ""semantic"", ""html"": ""<div id=\""fides-overlay\"">...</div>"", ""target"": ""div#fides-overlay"", ""description"": ""Modal prevents keyboard focus from leaving the modal until it is closed."", ""impact"": ""serious"", ""confidence"": 0.9}
]}
```"
707_0,gemma-3-27b-it,zero-shot,6813,1,0,9,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,2.1.1,json,,True,False,False,,ok,True,"```json
{""violations"": [
  {""wcagCode"": ""2.1.1"", ""violationName"": ""Keyboard Trap"", ""category"": ""semantic"",
   ""html"": ""<div tabindex=\""-1\"" class=\""fides-overlay\"" id=\""fides-overlay\"">..."", ""target"": ""div.fides-overlay"",
   ""description"": ""Modal dialog traps keyboard focus."",
   ""impact"": ""serious"", ""confidence"": 0.9}
]}
```"
713_0,gemma-3-27b-it,zero-shot,4751,0,0,10,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,,json_no_codes,,True,False,False,no_wcag_codes_extracted,no_wcag_codes_extracted,False,"```json
{""violations"": []}
```"
714_0,gemma-3-27b-it,zero-shot,4808,0,0,10,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,,json_no_codes,,True,False,False,no_wcag_codes_extracted,no_wcag_codes_extracted,False,"```json
{""violations"": []}
```"
715_0,gemma-3-27b-it,zero-shot,4757,0,0,10,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,,json_no_codes,,True,False,False,no_wcag_codes_extracted,no_wcag_codes_extracted,False,"```json
{""violations"": []}
```"
712_0,gemma-3-27b-it,zero-shot,10426,0,2,10,1.4.6|2.1.1|2.4.9|2.4.4|4.1.1|4.1.2|2.4.3|2.4.6|1.3.1|1.4.3,3.3.2|3.3.943,json,,True,False,False,,ok,True,"```json
{""violations"": [
  {""wcagCode"": ""3.3.2"", ""violationName"": ""Labels or Instructions Missing"", ""category"": ""semantic"",
   ""html"": ""<button aria-label=\""Close modal\"" class=\""fides-close-button\"" style=\""visibility: hidden;\"" type=\""button\""><svg fill=\""none\"" height=\""16\"" width=\""16\"" xmlns=\""http://www.w3.org/2000/svg\""><path d=\""m8 7.057 3.3-3.3.943.943-3.3 3.3 3.3 3.3-.943.943-3.3-3.3-3.3 3.3-.943-.943 3.3-3.3-3.3-3.3.943-.943 3.3 3.3Z\"" fill=\""#2D3748\""></path></svg></button>"", ""target"": ""button"",
   ""description"": ""The close button lacks a visible label, relying solely on aria-label"
3871549955_0,gemma-3-27b-it,zero-shot,7781,0,1,2,1.4.6|4.1.1,1.1.1,json,,True,False,False,,ok,True,"```json
{""violations"": [
  {""wcagCode"": ""1.1.1"", ""violationName"": ""Non-text Content"", ""category"": ""semantic"", ""html"": ""<img alt=\""Deque University logo\"" src=\""assets/images/logos/Deque_DequeU_Logo_White.png\"" style=\""height: 50px; margin-top: -5px;\""/>"", ""target"": ""img"", ""description"": ""Image lacks alternative text."", ""impact"": ""serious"", ""confidence"": 0.9}
]}
```"
