item_id,model,strategy,duration_ms,tp,fp,fn,precision,recall,f1_score,ground_truth,predictions,raw_output,error,schema_valid,parse_failed,empty_response,prediction_source,mapped_rule_ids
6018,deepseek-r1-distill-llama-70b,zero-shot,233946,0,0,0,0.0,0.0,0.0,4.1.2,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 48901>= n_ctx: 16384). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
6021,deepseek-r1-distill-llama-70b,zero-shot,253,0,0,0,0.0,0.0,0.0,1.3.1|2.4.6,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 49039>= n_ctx: 16384). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
6016,deepseek-r1-distill-llama-70b,zero-shot,12,0,0,0,0.0,0.0,0.0,3.3.2,,,max_input_tokens_exceeded:50517>50000,False,False,False,skipped_input_too_large,
6008,deepseek-r1-distill-llama-70b,zero-shot,22,0,0,0,0.0,0.0,0.0,2.4.4|4.1.2,,,max_input_tokens_exceeded:50307>50000,False,False,False,skipped_input_too_large,
6019,deepseek-r1-distill-llama-70b,zero-shot,14,0,0,0,0.0,0.0,0.0,4.1.2,,,max_input_tokens_exceeded:50298>50000,False,False,False,skipped_input_too_large,
6020,deepseek-r1-distill-llama-70b,zero-shot,223,0,0,0,0.0,0.0,0.0,2.5.5,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 49691>= n_ctx: 16384). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
6017,deepseek-r1-distill-llama-70b,zero-shot,255,0,0,0,0.0,0.0,0.0,4.1.2,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 49957>= n_ctx: 16384). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
6022,deepseek-r1-distill-llama-70b,zero-shot,239,0,0,0,0.0,0.0,0.0,1.1.1,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 49858>= n_ctx: 16384). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
706_0,deepseek-r1-distill-llama-70b,zero-shot,21,0,0,0,0.0,0.0,0.0,4.1.1|4.1.2|2.1.1|1.3.1|2.4.3|2.4.6|2.4.4|1.4.6|1.4.3|2.4.9,,,max_input_tokens_exceeded:51852>50000,False,False,False,skipped_input_too_large,
708_0,deepseek-r1-distill-llama-70b,zero-shot,12,0,0,0,0.0,0.0,0.0,4.1.1|4.1.2|2.1.1|1.3.1|2.4.3|2.4.6|2.4.4|1.4.6|1.4.3|2.4.9,,,max_input_tokens_exceeded:51287>50000,False,False,False,skipped_input_too_large,
709_0,deepseek-r1-distill-llama-70b,zero-shot,13,0,0,0,0.0,0.0,0.0,4.1.1|4.1.2|2.1.1|1.3.1|2.4.3|2.4.6|2.4.4|1.4.6|1.4.3|2.4.9,,,max_input_tokens_exceeded:51326>50000,False,False,False,skipped_input_too_large,
716_0,deepseek-r1-distill-llama-70b,zero-shot,12,0,0,0,0.0,0.0,0.0,4.1.1|4.1.2|2.1.1|1.3.1|2.4.3|2.4.6|2.4.4|1.4.6|1.4.3|2.4.9,,,max_input_tokens_exceeded:51225>50000,False,False,False,skipped_input_too_large,
710_0,deepseek-r1-distill-llama-70b,zero-shot,13,0,0,0,0.0,0.0,0.0,4.1.1|4.1.2|2.1.1|1.3.1|2.4.3|2.4.6|2.4.4|1.4.6|1.4.3|2.4.9,,,max_input_tokens_exceeded:51291>50000,False,False,False,skipped_input_too_large,
711_0,deepseek-r1-distill-llama-70b,zero-shot,21,0,0,0,0.0,0.0,0.0,4.1.1|4.1.2|2.1.1|1.3.1|2.4.3|2.4.6|2.4.4|1.4.6|1.4.3|2.4.9,,,max_input_tokens_exceeded:51327>50000,False,False,False,skipped_input_too_large,
707_0,deepseek-r1-distill-llama-70b,zero-shot,12,0,0,0,0.0,0.0,0.0,4.1.1|4.1.2|2.1.1|1.3.1|2.4.3|2.4.6|2.4.4|1.4.6|1.4.3|2.4.9,,,max_input_tokens_exceeded:51204>50000,False,False,False,skipped_input_too_large,
713_0,deepseek-r1-distill-llama-70b,zero-shot,22,0,0,0,0.0,0.0,0.0,4.1.1|4.1.2|2.1.1|1.3.1|2.4.3|2.4.6|2.4.4|1.4.6|1.4.3|2.4.9,,,max_input_tokens_exceeded:51284>50000,False,False,False,skipped_input_too_large,
714_0,deepseek-r1-distill-llama-70b,zero-shot,13,0,0,0,0.0,0.0,0.0,4.1.1|4.1.2|2.1.1|1.3.1|2.4.3|2.4.6|2.4.4|1.4.6|1.4.3|2.4.9,,,max_input_tokens_exceeded:51316>50000,False,False,False,skipped_input_too_large,
715_0,deepseek-r1-distill-llama-70b,zero-shot,13,0,0,0,0.0,0.0,0.0,4.1.1|4.1.2|2.1.1|1.3.1|2.4.3|2.4.6|2.4.4|1.4.6|1.4.3|2.4.9,,,max_input_tokens_exceeded:51331>50000,False,False,False,skipped_input_too_large,
712_0,deepseek-r1-distill-llama-70b,zero-shot,12,0,0,0,0.0,0.0,0.0,4.1.1|4.1.2|2.1.1|1.3.1|2.4.3|2.4.6|2.4.4|1.4.6|1.4.3|2.4.9,,,max_input_tokens_exceeded:51215>50000,False,False,False,skipped_input_too_large,
3871549955_0,deepseek-r1-distill-llama-70b,zero-shot,225,0,0,0,0.0,0.0,0.0,4.1.1|1.4.6,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 49940>= n_ctx: 16384). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
4643564980_0,deepseek-r1-distill-llama-70b,zero-shot,211,0,0,0,0.0,0.0,0.0,4.1.1|1.4.6,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 49931>= n_ctx: 16384). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
853326546_0,deepseek-r1-distill-llama-70b,zero-shot,219,0,0,0,0.0,0.0,0.0,4.1.1|1.4.6,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 49493>= n_ctx: 16384). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
7965215914_0,deepseek-r1-distill-llama-70b,zero-shot,255,0,0,0,0.0,0.0,0.0,4.1.1|1.4.6,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 49601>= n_ctx: 16384). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
111849147_0,deepseek-r1-distill-llama-70b,zero-shot,215,0,0,0,0.0,0.0,0.0,4.1.1|1.4.6,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 49319>= n_ctx: 16384). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
2182179087_0,deepseek-r1-distill-llama-70b,zero-shot,251,0,0,0,0.0,0.0,0.0,4.1.1|1.4.6,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 48897>= n_ctx: 16384). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
37517988_0,deepseek-r1-distill-llama-70b,zero-shot,12,0,0,0,0.0,0.0,0.0,4.1.1|2.1.1|2.4.3|1.4.6,,,max_input_tokens_exceeded:50165>50000,False,False,False,skipped_input_too_large,
581517740_0,deepseek-r1-distill-llama-70b,zero-shot,205,0,0,0,0.0,0.0,0.0,4.1.1|1.4.6,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 49333>= n_ctx: 16384). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
128813600_0,deepseek-r1-distill-llama-70b,zero-shot,240,0,0,0,0.0,0.0,0.0,2.4.4|1.4.6|4.1.2|2.4.9|1.1.1|1.3.1,,,"Error code: 400 - {'error': 'The number of tokens to keep from the initial prompt is greater than the context length (n_keep: 47861>= n_ctx: 16384). Try to load the model with a larger context length, or provide a shorter input.'}",False,False,False,none,
