item_id,model,strategy,duration_ms,tp,fp,fn,precision,recall,f1_score,ground_truth,predictions,raw_output,error,schema_valid,parse_failed,empty_response,prediction_source,mapped_rule_ids
6002,qwen2.5vl,zero-shot,6809,0,0,1,0.0,0.0,0.0,1.3.1,,"{
  ""violations"": [
    {
      ""wcagCode"": ""G146"",
      ""violationName"": ""Missing Table Caption"",
      ""category"": ""semantic"",
      ""html"": ""<table>"",
      ""target"": null,
      ""description"": ""The table lacks a caption, which is required to provide context for the data presented. This can be particularly problematic for users who rely on screen readers or other assistive technologies."",
      ""impact"": ""serious"",
      ""confidence"": 1.0
    }
  ]
}",no_wcag_codes_extracted,True,False,False,json_no_codes,
6018,qwen2.5vl,zero-shot,2782,0,0,1,0.0,0.0,0.0,4.1.2,,"{ ""action"": ""answer"", ""content"": ""The provided HTML and JavaScript code snippet appears to be part of a user interface for language switching in a web application. Here's a breakdown of the key components and their functions based on the given code snippets:""

   	}",no_wcag_codes_extracted,False,False,False,json_no_codes,
6001,qwen2.5vl,zero-shot,6669,0,0,1,0.0,0.0,0.0,1.4.1,,"{
  ""violations"": [
    {
      ""wcagCode"": ""G146"",
      ""violationName"": ""Image with No Alternative Text"",
      ""category"": ""semantic"",
      ""html"": ""<img src=\""/WAI/content-assets/wcag-act-rules/test-assets/shared/w3c-logo.png\"" role=\""presentation\"">"",
      ""target"": null,
      ""description"": ""The image has a 'role' attribute set to 'presentation', which suggests it is not intended for visual rendering. However, there is no alternative text provided, which violates WCAG 2.0 Success Criterion G146."",
      ""impact"": ""serious"",
      ""confidence"": 1.0
    }
  ]
}",no_wcag_codes_extracted,True,False,False,json_no_codes,
6009,qwen2.5vl,zero-shot,18051,1,2,0,0.3333,1.0,0.5,1.1.1,1.1.1|1.4.8|4.1.2,"{
  ""id"": ""8fc3b6"",
  ""title"": ""Test Case: object element with an audio resource and non-empty accessible name through aria-label attribute"",
  ""description"": ""This test case checks if the object element that embeds a resource with an image or audio/video MIME type has an accessible name."",
  ""rule_id"": ""1.4.8"",
  ""status"": ""Passed"",
  ""test_case_url"": ""https://act-rules.github.io/testcases/8fc3b6/d9669b826d3d100faad3df0c0087bd963df2b04b.html""
}",,False,False,False,json,8fc3b6
6021,qwen2.5vl,zero-shot,2060,0,0,2,0.0,0.0,0.0,1.3.1|2.4.6,,"{
  ""translated_text"": ""中国的"",
  ""original_language"": ""zh"",
  ""translated_language"": ""en""
}",no_wcag_codes_extracted,False,False,False,json_no_codes,
6013,qwen2.5vl,zero-shot,41370,0,1,1,0.0,0.0,0.0,4.1.2,1.3.1,"{ ""id"": 108, ""title"": ""Ensure each role attribute has a valid value"", ""type"": ""rule"", ""status"": ""active"", ""priority"": ""high"", ""description"": ""This rule checks that each `role` attribute has a valid value."", ""applicability"": ""This rule applies to any `role` attribute for which all the following are true: - the attribute has a value that is neither empty (\""\"") nor only ASCII whitespace; and - the attribute is specified on an HTML or SVG element which is not programmatically hidden."", ""expectation"": ""Each test target has at least one token which is a valid value corresponding to a non-abstract role from WAI-ARIA Specifications."", ""assumptions"": ""This rule assumes that the `role` attribute is used to provide an ARIA semantic role to the elements. If it is used for other purposes, this rule shouldn't be used. This rule assumes that elements with a `role` attribute have their intended structure and relationship conveyed through some sort of presentation. If it is not the case, it is possible to fail this rule while still satisfying Success Criterion 1.3.1 Info and Relationship. This rule assumes that the intended role of the element is not its implicit role. If no token is valid, User Agents will default to the implicit role for the element; if that role is the intended one, it is possible to fail this rule but still satisfy Success Criterion 1.3.1 Info and Relationship."", ""accessibility_support"": ""Older browsers do not support more than one token in the value for a role attribute. If multiple values are used in the role attribute, the attribute is ignored in these browsers."", ""background"": ""The `role` attribute is a set of space separated tokens. Having a whitespace separated list of more than one token in the value of the role attribute is used for what is known as fallback roles. If the first token is not accessibility supported (or valid), the next one will be used for determining the semantic role of the element, and so forth."", ""bibliography"": [""https://www.w3.org/TR/wai-aria-1.1/#role_definitions"", ""https://www.w3.org/TR/graphics-aria-1.0/#role_definitions"", ""https://www.w3.org/TR/dpub-aria-1.0/#role_definitions"", ""https://www.w3.org/TR/role-attribute/""] }",,False,False,False,json,
6007,qwen2.5vl,zero-shot,33733,0,0,1,0.0,0.0,0.0,4.1.2,,"{
  ""ruleId"": ""WAI-ARIA"",
  ""status"": ""Passed"",
  ""description"": ""This rule checks that WAI-ARIA states or properties are allowed for the element they are specified on."",
  ""applicability"": {
    ""appliesTo"": [
      ""any WAI-ARIA state or property""
    ],
    ""on"": [
      ""HTML or SVG elements"",
      ""included in the accessibility tree""
    ]
  },
  ""expectation"": {
    ""global"": true,
    ""semanticRole"": true,
    ""languageFeature"": true
  },
  ""assumptions"": """",
  ""accessibilitySupport"": {
    ""description"": ""Implementation of Presentational Roles Conflict Resolution varies from one browser or assistive technology to another. Depending on this, some elements can have a semantic role of 'none' and their attributes fail this rule with some technologies but users of other technology would not experience any accessibility issue.""
  },
  ""background"": {
    ""description"": ""In HTML, there are language features that do not have corresponding implicit WAI-ARIA semantics. As per ARIA in HTML Editor's Draft, those elements can have global states or properties. Some of those elements can also have inherited, supported, or required states or properties that correspond to a WAI-ARIA role.""
  },
  ""relatedRules"": [
    {
      ""ruleId"": ""WAI-ARIA"",
      ""status"": ""Passed""
    }
  ]
}",no_wcag_codes_extracted,False,False,False,json_no_codes,
6003,qwen2.5vl,zero-shot,6715,0,0,1,0.0,0.0,0.0,1.1.1,,"{
  ""violations"": [
    {
      ""wcagCode"": ""G146"",
      ""violationName"": ""Canvas as the Only Means of Presentation"",
      ""category"": ""layout"",
      ""html"": ""<canvas id=\""logo\"" width=\""72\"" height=\""48\"" aria-label=\""HTML 5 logo\""></canvas>"",
      ""target"": ""#logo"",
      ""description"": ""The canvas element is used for rendering an image, but it does not provide any alternative text or a fallback mechanism. This violates WCAG 2.0 Success Criterion G146."",
      ""impact"": ""serious"",
      ""confidence"": 1.0
    }
  ]
}",no_wcag_codes_extracted,True,False,False,json_no_codes,
6016,qwen2.5vl,zero-shot,4924,0,0,1,0.0,0.0,0.0,3.3.2,,"{ ""action"": ""system"", ""text"": ""The provided text appears to be a snippet of HTML and associated CSS/JavaScript code, likely from a web application. It includes components for language switching, dropdown menus, and translation feedback forms. The code is designed to handle user interactions such as changing the language, opening and closing dropdown menus, and submitting translation feedback. If you need assistance with specific parts or have questions about how this works, please let me know!"" }",no_wcag_codes_extracted,False,False,False,json_no_codes,
6008,qwen2.5vl,zero-shot,4970,0,0,2,0.0,0.0,0.0,2.4.4|4.1.2,,"{
  ""response"": ""The provided text appears to be a snippet of HTML, CSS, and JavaScript code related to a user interface component. It includes elements such as dropdown menus for language selection, translation feedback forms, and popup overlays. The code is designed to handle interactions like language switching, form submissions, and managing the visibility of UI components using event listeners and custom functions.""

  }",no_wcag_codes_extracted,False,False,False,json_no_codes,
