item_id,web_url_id,html_file,web_url,user_prompt_chars,system_prompt_chars,user_prompt_tokens,system_prompt_tokens,total_input_tokens,token_count_method,prompt_truncated_marker_present,has_dom_section,has_schema_hint,image_count
6002,1105435317,www_w3_org_WAI_content_assets_wcag_act_rules_testcases_d0f69e_6bb6ca5dcdbd1fef063561f61de88740db24bd5d_html.html,https://www.w3.org/WAI/content-assets/wcag-act-rules/testcases/d0f69e/6bb6ca5dcdbd1fef063561f61de88740db24bd5d.html,871,206,252,38,290,tiktoken_cl100k_base,False,True,True,0
6018,111849147,dequeuniversity_com_rules_axe_4_10_aria_treeitem_name.html,https://dequeuniversity.com/rules/axe/4.10/aria-treeitem-name?application=RuleDescription,84923,206,21659,38,21697,tiktoken_cl100k_base,False,True,True,0
6001,1253615845,www_w3_org_WAI_content_assets_wcag_act_rules_testcases_c487ae_954326e5ba700d4616d924807f427002816e9fc3_html.html,https://www.w3.org/WAI/content-assets/wcag-act-rules/testcases/c487ae/954326e5ba700d4616d924807f427002816e9fc3.html,819,206,217,38,255,tiktoken_cl100k_base,False,True,True,0
6009,1266621207,act-rules_github_io_rules_8fc3b6.html,https://act-rules.github.io/rules/8fc3b6,95416,206,32104,38,32142,tiktoken_cl100k_base,False,True,True,0
6021,2182179087,dequeuniversity_com_rules_axe_4_10_empty_table_header.html,https://dequeuniversity.com/rules/axe/4.10/empty-table-header?application=RuleDescription,83405,206,21193,38,21231,tiktoken_cl100k_base,False,True,True,0
6013,2344724610,act-rules_github_io_rules_674b10.html,https://act-rules.github.io/rules/674b10,94019,206,31178,38,31216,tiktoken_cl100k_base,False,True,True,0
6007,3101899065,act-rules_github_io_rules_5c01ea.html,https://act-rules.github.io/rules/5c01ea,117609,206,39622,38,39660,tiktoken_cl100k_base,False,True,True,0
6003,3563193797,www_w3_org_WAI_content_assets_wcag_act_rules_testcases_qt1vmo_bac67a5a2ada971100bbec89961ad3e6c869f268_html.html,https://www.w3.org/WAI/content-assets/wcag-act-rules/testcases/qt1vmo/bac67a5a2ada971100bbec89961ad3e6c869f268.html,973,206,261,38,299,tiktoken_cl100k_base,False,True,True,0
6016,37517988,dequeuniversity_com_rules_axe_4_10_form_field_multiple_labels.html,https://dequeuniversity.com/rules/axe/4.10/form-field-multiple-labels?application=RuleDescription,100089,206,26587,38,26625,tiktoken_cl100k_base,False,True,True,0
6008,3871549955,dequeuniversity_com_rules_axe_4_10_area_alt.html,https://dequeuniversity.com/rules/axe/4.10/area-alt?application=RuleDescription,86734,206,22266,38,22304,tiktoken_cl100k_base,False,True,True,0
6010,3962772074,act-rules_github_io_rules_047fe0.html,https://act-rules.github.io/rules/047fe0,120593,206,37207,38,37245,tiktoken_cl100k_base,True,True,True,0
6014,3978893713,act-rules_github_io_rules_80f0bf.html,https://act-rules.github.io/rules/80f0bf,88200,206,28918,38,28956,tiktoken_cl100k_base,False,True,True,0
6000,4244958066,www_w3_org_WAI_content_assets_wcag_act_rules_testcases_2t702h_f0f5f9e727e46e257e5d6420a8ab11b760c75617_html.html,https://www.w3.org/WAI/content-assets/wcag-act-rules/testcases/2t702h/f0f5f9e727e46e257e5d6420a8ab11b760c75617.html,778,206,208,38,246,tiktoken_cl100k_base,False,True,True,0
6004,4374409465,www_w3_org_WAI_content_assets_wcag_act_rules_testcases_674b10_4b0aaf07c6e9fb6ea3495dd9cecf55d47b9539b8_html.html,https://www.w3.org/WAI/content-assets/wcag-act-rules/testcases/674b10/4b0aaf07c6e9fb6ea3495dd9cecf55d47b9539b8.html,897,206,240,38,278,tiktoken_cl100k_base,False,True,True,0
6019,4643564980,dequeuniversity_com_rules_axe_4_10_aria_braille_equivalent.html,https://dequeuniversity.com/rules/axe/4.10/aria-braille-equivalent?application=RuleDescription,87200,206,22429,38,22467,tiktoken_cl100k_base,False,True,True,0
6005,5151103662,www_w3_org_WAI_content_assets_wcag_act_rules_testcases_6cfa84_4e7955d592cbf361a55113fcd4524e979b16bb08_html.html,https://www.w3.org/WAI/content-assets/wcag-act-rules/testcases/6cfa84/4e7955d592cbf361a55113fcd4524e979b16bb08.html,777,206,205,38,243,tiktoken_cl100k_base,False,True,True,0
6020,581517740,dequeuniversity_com_rules_axe_4_10_target_size.html,https://dequeuniversity.com/rules/axe/4.10/target-size?application=RuleDescription,85160,206,21627,38,21665,tiktoken_cl100k_base,False,True,True,0
6012,6570560458,act-rules_github_io_rules_eac66b.html,https://act-rules.github.io/rules/eac66b,66726,206,22719,38,22757,tiktoken_cl100k_base,False,True,True,0
6017,7965215914,dequeuniversity_com_rules_axe_4_10_aria_tooltip_name.html,https://dequeuniversity.com/rules/axe/4.10/aria-tooltip-name?application=RuleDescription,85289,206,21852,38,21890,tiktoken_cl100k_base,False,True,True,0
6015,8352230246,act-rules_github_io_rules_5b7ae0.html,https://act-rules.github.io/rules/5b7ae0,82716,206,29326,38,29364,tiktoken_cl100k_base,False,True,True,0
6022,853326546,dequeuniversity_com_rules_axe_4_10_aria_meter_name.html,https://dequeuniversity.com/rules/axe/4.10/aria-meter-name?application=RuleDescription,84836,206,21738,38,21776,tiktoken_cl100k_base,False,True,True,0
6006,8589605512,act-rules_github_io_rules_akn7bn.html,https://act-rules.github.io/rules/akn7bn,72684,206,25072,38,25110,tiktoken_cl100k_base,False,True,True,0
3962772074_0,3962772074,act-rules_github_io_rules_047fe0.html,https://act-rules.github.io/rules/047fe0,120593,206,37207,38,37245,tiktoken_cl100k_base,True,True,True,0
8352230246_0,8352230246,act-rules_github_io_rules_5b7ae0.html,https://act-rules.github.io/rules/5b7ae0,82716,206,29326,38,29364,tiktoken_cl100k_base,False,True,True,0
3101899065_0,3101899065,act-rules_github_io_rules_5c01ea.html,https://act-rules.github.io/rules/5c01ea,117609,206,39622,38,39660,tiktoken_cl100k_base,False,True,True,0
2344724610_0,2344724610,act-rules_github_io_rules_674b10.html,https://act-rules.github.io/rules/674b10,94019,206,31178,38,31216,tiktoken_cl100k_base,False,True,True,0
3978893713_0,3978893713,act-rules_github_io_rules_80f0bf.html,https://act-rules.github.io/rules/80f0bf,88200,206,28918,38,28956,tiktoken_cl100k_base,False,True,True,0
1266621207_0,1266621207,act-rules_github_io_rules_8fc3b6.html,https://act-rules.github.io/rules/8fc3b6,95416,206,32104,38,32142,tiktoken_cl100k_base,False,True,True,0
8589605512_0,8589605512,act-rules_github_io_rules_akn7bn.html,https://act-rules.github.io/rules/akn7bn,72684,206,25072,38,25110,tiktoken_cl100k_base,False,True,True,0
6570560458_0,6570560458,act-rules_github_io_rules_eac66b.html,https://act-rules.github.io/rules/eac66b,66726,206,22719,38,22757,tiktoken_cl100k_base,False,True,True,0
706_0,706,arstechnica_com_ai.html,https://arstechnica.com/ai/,120593,206,42061,38,42099,tiktoken_cl100k_base,True,True,True,0
708_0,708,arstechnica_com_cars.html,https://arstechnica.com/cars/,120593,206,42020,38,42058,tiktoken_cl100k_base,True,True,True,0
709_0,709,arstechnica_com_culture.html,https://arstechnica.com/culture/,120593,206,42045,38,42083,tiktoken_cl100k_base,True,True,True,0
716_0,716,arstechnica_com_gadgets.html,https://arstechnica.com/gadgets/,120593,206,41940,38,41978,tiktoken_cl100k_base,True,True,True,0
710_0,710,arstechnica_com_gaming.html,https://arstechnica.com/gaming/,120593,206,42058,38,42096,tiktoken_cl100k_base,True,True,True,0
711_0,711,arstechnica_com_health.html,https://arstechnica.com/health/,120593,206,42051,38,42089,tiktoken_cl100k_base,True,True,True,0
707_0,707,arstechnica_com_information_technology.html,https://arstechnica.com/information-technology/,120593,206,41850,38,41888,tiktoken_cl100k_base,True,True,True,0
713_0,713,arstechnica_com_science.html,https://arstechnica.com/science/,120593,206,42017,38,42055,tiktoken_cl100k_base,True,True,True,0
714_0,714,arstechnica_com_security.html,https://arstechnica.com/security/,120593,206,42026,38,42064,tiktoken_cl100k_base,True,True,True,0
715_0,715,arstechnica_com_space.html,https://arstechnica.com/space/,120593,206,42135,38,42173,tiktoken_cl100k_base,True,True,True,0
712_0,712,arstechnica_com_tech_policy.html,https://arstechnica.com/tech-policy/,120593,206,41900,38,41938,tiktoken_cl100k_base,True,True,True,0
3871549955_0,3871549955,dequeuniversity_com_rules_axe_4_10_area_alt.html,https://dequeuniversity.com/rules/axe/4.10/area-alt?application=RuleDescription,86734,206,22266,38,22304,tiktoken_cl100k_base,False,True,True,0
4643564980_0,4643564980,dequeuniversity_com_rules_axe_4_10_aria_braille_equivalent.html,https://dequeuniversity.com/rules/axe/4.10/aria-braille-equivalent?application=RuleDescription,87200,206,22429,38,22467,tiktoken_cl100k_base,False,True,True,0
853326546_0,853326546,dequeuniversity_com_rules_axe_4_10_aria_meter_name.html,https://dequeuniversity.com/rules/axe/4.10/aria-meter-name?application=RuleDescription,84836,206,21738,38,21776,tiktoken_cl100k_base,False,True,True,0
7965215914_0,7965215914,dequeuniversity_com_rules_axe_4_10_aria_tooltip_name.html,https://dequeuniversity.com/rules/axe/4.10/aria-tooltip-name?application=RuleDescription,85289,206,21852,38,21890,tiktoken_cl100k_base,False,True,True,0
111849147_0,111849147,dequeuniversity_com_rules_axe_4_10_aria_treeitem_name.html,https://dequeuniversity.com/rules/axe/4.10/aria-treeitem-name?application=RuleDescription,84923,206,21659,38,21697,tiktoken_cl100k_base,False,True,True,0
2182179087_0,2182179087,dequeuniversity_com_rules_axe_4_10_empty_table_header.html,https://dequeuniversity.com/rules/axe/4.10/empty-table-header?application=RuleDescription,83405,206,21193,38,21231,tiktoken_cl100k_base,False,True,True,0
37517988_0,37517988,dequeuniversity_com_rules_axe_4_10_form_field_multiple_labels.html,https://dequeuniversity.com/rules/axe/4.10/form-field-multiple-labels?application=RuleDescription,100089,206,26587,38,26625,tiktoken_cl100k_base,False,True,True,0
581517740_0,581517740,dequeuniversity_com_rules_axe_4_10_target_size.html,https://dequeuniversity.com/rules/axe/4.10/target-size?application=RuleDescription,85160,206,21627,38,21665,tiktoken_cl100k_base,False,True,True,0
128813600_0,128813600,en_wikiversity_org_home.html,https://en.wikiversity.org,120593,206,34193,38,34231,tiktoken_cl100k_base,True,True,True,0
1966382623_0,1966382623,eu_usatoday_com_home.html,https://eu.usatoday.com/,120593,206,34349,38,34387,tiktoken_cl100k_base,True,True,True,0
515_0,515,fitbottomedgirls_com_2024_12_is_walking_exercise.html,https://fitbottomedgirls.com/2024/12/is-walking-exercise/,120593,206,37045,38,37083,tiktoken_cl100k_base,True,True,True,0
516_0,516,fitbottomedgirls_com_category_eats.html,https://fitbottomedgirls.com/category/eats/,120593,206,36766,38,36804,tiktoken_cl100k_base,True,True,True,0
517_0,517,fitbottomedgirls_com_category_eats_nutrition.html,https://fitbottomedgirls.com/category/eats/nutrition/,120593,206,36883,38,36921,tiktoken_cl100k_base,True,True,True,0
5627013288_0,5627013288,learn_k20center_ou_edu_home.html,https://learn.k20center.ou.edu,35710,206,12073,38,12111,tiktoken_cl100k_base,False,True,True,0
8654682977_0,8654682977,libretexts_org_home.html,https://libretexts.org,111681,206,33425,38,33463,tiktoken_cl100k_base,False,True,True,0
4770170269_0,4770170269,mcit_gov_eg_home.html,https://mcit.gov.eg/,99258,206,24072,38,24110,tiktoken_cl100k_base,False,True,True,0
548_0,548,nbsubscribe_missouri_edu_news_releases_2011_0607_summer_program_offers_talented_missouri_high_school_students_new_opportunities_at_mu.html,https://nbsubscribe.missouri.edu/news-releases/2011/0607-summer-program-offers-talented-missouri-high-school-students-new-opportunities-at-mu/,75237,206,23194,38,23232,tiktoken_cl100k_base,False,True,True,0
6666281102_0,6666281102,ocw_mit_edu_home.html,https://ocw.mit.edu,120593,206,33460,38,33498,tiktoken_cl100k_base,True,True,True,0
5424827103_0,5424827103,online-learning_harvard_edu_home.html,https://online-learning.harvard.edu,120593,206,33302,38,33340,tiktoken_cl100k_base,True,True,True,0
1499175565_0,1499175565,online_berkeley_edu_home.html,https://online.berkeley.edu,698,206,178,38,216,tiktoken_cl100k_base,False,True,True,0
8649911099_0,8649911099,online_yale_edu_home.html,https://online.yale.edu,85769,206,20556,38,20594,tiktoken_cl100k_base,False,True,True,0
8773059234_0,8773059234,openstax_org_home.html,https://openstax.org,120593,206,37961,38,37999,tiktoken_cl100k_base,True,True,True,0
9995023032_0,9995023032,pluto_tv_gsa_live_tv_650adb92a1217e00091a3eff.html,https://pluto.tv/gsa/live-tv/650adb92a1217e00091a3eff?lang=en,36896,206,13243,38,13281,tiktoken_cl100k_base,False,True,True,0
3231484510_0,3231484510,scholar_google_com_home.html,https://scholar.google.com/,120593,206,43532,38,43570,tiktoken_cl100k_base,True,True,True,0
5653019337_0,5653019337,stackoverflow_com_home.html,https://stackoverflow.com/,120593,206,37817,38,37855,tiktoken_cl100k_base,True,True,True,0
9817868776_0,9817868776,teamtreehouse_com_home.html,https://teamtreehouse.com,120593,206,47180,38,47218,tiktoken_cl100k_base,True,True,True,0
521_0,521,theconversation_com_au.html,https://theconversation.com/au,120593,206,47261,38,47299,tiktoken_cl100k_base,True,True,True,0
520_0,520,theconversation_com_nz.html,https://theconversation.com/nz,120593,206,47023,38,47061,tiktoken_cl100k_base,True,True,True,0
1746488226_0,1746488226,tv_youtube_com_home.html,https://tv.youtube.com,120593,206,46137,38,46175,tiktoken_cl100k_base,True,True,True,0
33_0,33,www_3dcart_com_home.html,https://www.3dcart.com,96078,206,29442,38,29480,tiktoken_cl100k_base,False,True,True,0
2241802183_0,2241802183,www_abc_net_au_news.html,https://www.abc.net.au/news,120593,206,57339,38,57377,tiktoken_cl100k_base,True,True,True,0
193670859_0,193670859,www_abcnews_go_com_home.html,https://www.abcnews.go.com,120593,206,48049,38,48087,tiktoken_cl100k_base,True,True,True,0
5263734580_0,5263734580,www_academia_edu_home.html,https://www.academia.edu,120593,206,41801,38,41839,tiktoken_cl100k_base,True,True,True,0
331_0,331,www_academicearth_org_home.html,https://www.academicearth.org,120593,206,38685,38,38723,tiktoken_cl100k_base,True,True,True,0
318_0,318,www_acefitness_org_home.html,https://www.acefitness.org,120593,206,47995,38,48033,tiktoken_cl100k_base,True,True,True,0
8325352647_0,8325352647,www_acf_hhs_gov_home.html,https://www.acf.hhs.gov,698,206,178,38,216,tiktoken_cl100k_base,False,True,True,0
364_0,364,www_acm_org_home.html,https://www.acm.org,120593,206,36774,38,36812,tiktoken_cl100k_base,True,True,True,0
6901236114_0,6901236114,www_acorn_tv_home.html,https://www.acorn.tv,3034,206,861,38,899,tiktoken_cl100k_base,False,True,True,0
1344325832_0,1344325832,www_acs_org_home.html,https://www.acs.org,120593,206,29727,38,29765,tiktoken_cl100k_base,True,True,True,0
1115295724_0,1115295724,www_al-monitor_com_home.html,https://www.al-monitor.com,120593,206,35949,38,35987,tiktoken_cl100k_base,True,True,True,0
5117799549_0,5117799549,www_alibaba_com_home.html,https://www.alibaba.com/,120593,206,42745,38,42783,tiktoken_cl100k_base,True,True,True,0
4925950366_0,4925950366,www_aliexpress_com_home.html,https://www.aliexpress.com/,94916,206,59651,38,59689,tiktoken_cl100k_base,False,True,True,0
1902084907_0,1902084907,www_aljazeera_com_home.html,https://www.aljazeera.com,120593,206,37766,38,37804,tiktoken_cl100k_base,True,True,True,0
8791766791_0,8791766791,www_allafrica_com_home.html,https://www.allafrica.com,120593,206,42806,38,42844,tiktoken_cl100k_base,True,True,True,0
529912387_0,529912387,www_allbirds_com_home.html,https://www.allbirds.com,120593,206,46684,38,46722,tiktoken_cl100k_base,True,True,True,0
301_0,301,www_amazon_com_primevideo.html,https://www.amazon.com/primevideo,120593,206,41758,38,41796,tiktoken_cl100k_base,True,True,True,0
848513793_0,848513793,www_amtrak_com_home.html,https://www.amtrak.com,120593,206,35561,38,35599,tiktoken_cl100k_base,True,True,True,0
4970188583_0,4970188583,www_analyticsvidhya_com_home.html,https://www.analyticsvidhya.com,120593,206,43416,38,43454,tiktoken_cl100k_base,True,True,True,0
8170624278_0,8170624278,www_ansa_it_home.html,https://www.ansa.it,120593,206,39464,38,39502,tiktoken_cl100k_base,True,True,True,0
6405568922_0,6405568922,www_apnews_com_home.html,https://www.apnews.com,120593,206,36707,38,36745,tiktoken_cl100k_base,True,True,True,0
